,iter-No,cost of current prediction line,coeficient of current prediction line,intercept of current prediction line
66,67,693962223.0003686,25.499287312478298,50.998574624956596
67,68,680143860.6457732,25.244294439353514,50.48858887870703
68,69,666600568.8962266,24.991851494959977,49.983702989919955
69,70,653326872.9947464,24.74193298001038,49.48386596002076
70,71,640317407.1405342,24.494513650210276,48.98902730042055
71,72,627566912.3206599,24.249568513708173,48.499137027416346
72,73,615070234.1849025,24.00707282857109,48.01414565714218
73,74,602822320.9628763,23.767002100285378,47.534004200570756
74,75,590818221.4226093,23.529332079282526,47.05866415856505
75,76,579053082.8697484,23.2940387584897,46.5880775169794
76,77,567522149.1865782,23.061098370904805,46.12219674180961
77,78,556220758.9100673,22.830487387195756,45.66097477439151
78,79,545144343.3481594,22.602182513323797,45.204365026647594
79,80,534288424.7335533,22.37616068819056,44.75232137638112
80,81,523648614.4142211,22.152399081308655,44.30479816261731
81,82,513220611.07993823,21.93087509049557,43.86175018099114
82,83,503000199.024106,21.711566339590615,43.42313267918123
83,84,492983246.44016135,21.49445067619471,42.98890135238942
84,85,483165703.75189483,21.279506169432764,42.55901233886553
85,86,473543601.9769894,21.06671110773844,42.13342221547688
86,87,464113051.12313014,20.856043996661054,41.71208799332211
87,88,454870238.61603177,20.647483556694443,41.294967113388886
88,89,445811427.7587455,20.4410087211275,40.882017442255
89,90,436932956.22163093,20.236598633916223,40.47319726783245
90,91,428231234.5623757,20.03423264757706,40.06846529515412
91,92,419702744.775468,19.83389032110129,39.66778064220258
92,93,411344038.8705342,19.635551417890277,39.27110283578055
93,94,403151737.4789711,19.439195903711372,38.878391807422744
94,95,395122528.488304,19.24480394467426,38.48960788934852
95,96,387253165.70372343,19.052355905227518,38.104711810455036
96,97,379540467.536256,18.861832346175245,37.72366469235049
97,98,371981315.7170443,18.67321402271349,37.34642804542698
98,99,364572654.0372108,18.486481882486355,36.97296376497271
99,100,357311487.1128005,18.301617063661492,36.603234127322985
100,101,350194879.1742999,18.118600893024876,36.23720178604975
101,102,343219952.88024867,17.93741488409463,35.87482976818926
102,103,336383888.15445745,17.758040735253683,35.516081470507366
103,104,329683921.04636776,17.580460327901147,35.16092065580229
104,105,323117342.6140907,17.404655724622135,34.80931144924427
105,106,316681497.8296741,17.230609167375913,34.46121833475183
106,107,310373784.50615484,17.058303075702153,34.116606151404305
107,108,304191652.2459642,16.88772004494513,33.77544008989026
108,109,298132601.4102603,16.71884284449568,33.43768568899136
109,110,292194182.1087705,16.551654416050724,33.10330883210145
110,111,286373993.20973814,16.386137871890217,32.77227574378043
111,112,280669681.3695706,16.222276493171314,32.44455298634263
112,113,275078940.0817991,16.060053728239602,32.120107456479204
113,114,269599508.7449628,15.899453190957205,31.79890638191441
114,115,264229171.7490452,15.740458659047633,31.480917318095266
115,116,258965757.5800889,15.583054072457156,31.16610814491431
116,117,253807137.94262996,15.427223531732585,30.85444706346517
117,118,248751226.89959598,15.27295129641526,30.54590259283052
118,119,243795980.02932176,15.120221783451107,30.240443566902215
119,120,238939393.59933943,14.969019565616597,29.938039131233193
120,121,234179503.75661096,14.81932936996043,29.63865873992086
121,122,229514385.73387757,14.671136076260826,29.34227215252165
122,123,224942153.0717998,14.524424715498217,29.048849430996434
123,124,220460956.85658067,14.379180468343234,28.75836093668647
124,125,216068984.97275895,14.235388663659801,28.470777327319603
125,126,211764461.37087247,14.093034777023203,28.186069554046405
126,127,207545645.34969646,13.952104429252971,27.904208858505942
127,128,203410830.85276434,13.812583384960442,27.625166769920884
128,129,199358345.77888945,13.674457551110837,27.348915102221675
129,130,195386551.3064072,13.537712975599728,27.075425951199456
130,131,191493841.23086578,13.40233584584373,26.80467169168746
131,132,187678641.3158966,13.268312487385293,26.536624974770586
132,133,183939408.6570036,13.13562936251144,26.27125872502288
133,134,180274631.05801326,13.004273068886326,26.00854613777265
134,135,176682826.4199335,12.874230338197462,25.748460676394924
135,136,173162542.14197525,12.745488034815487,25.490976069630975
136,137,169712354.53449407,12.618033154467332,25.236066308934664
137,138,166330868.24361378,12.491852822922658,24.983705645845316
138,139,163016715.687302,12.366934294693431,24.733868589386862
139,140,159768556.502667,12.243264951746497,24.486529903492993
140,141,156585077.0042544,12.120832302229031,24.241664604458062
141,142,153464989.6531239,11.99962397920674,23.99924795841348
142,143,150407032.5364918,11.879627739414673,23.759255478829346
143,144,147409968.85772964,11.760831462020526,23.521662924041053
144,145,144472586.43651128,11.64322314740032,23.28644629480064
145,146,141593697.21890816,11.526790915926316,23.053581831852632
146,147,138772136.7972341,11.411523006767053,22.823046013534107
147,148,136006763.93944514,11.297407776699384,22.594815553398767
148,149,133296460.12790485,11.18443369893239,22.36886739786478
149,150,130640129.1073293,11.072589361943066,22.145178723886133
150,151,128036696.441727,10.961863468323635,21.92372693664727
151,152,125485109.08015735,10.852244833640398,21.704489667280797
152,153,122984334.93113041,10.743722385303995,21.48744477060799
153,154,120533362.44547589,10.636285161450955,21.27257032290191
154,155,118131200.20751472,10.529922309836445,21.05984461967289
155,156,115776876.53436549,10.42462308673808,20.84924617347616
156,157,113469439.08322568,10.3203768558707,20.6407537117414
157,158,111207954.46646817,10.217173087311993,20.434346174623986
158,159,108991507.87439768,10.115001356438873,20.230002712877745
159,160,106819202.70551479,10.013851342874483,20.027702685748967
160,161,104690160.20413809,9.913712829445739,19.827425658891478
161,162,102603519.10523771,9.814575701151282,19.629151402302565
162,163,100558435.28633735,9.716429944139769,19.432859888279538
163,164,98554081.42634372,9.619265644698372,19.238531289396743
164,165,96589646.67116551,9.523072988251387,19.046145976502775
165,166,94664336.30598673,9.427842258368873,18.855684516737746
166,167,92777371.4340629,9.333563835785185,18.66712767157037
167,168,90927988.66190824,9.240228197427333,18.480456394854667
168,169,89115439.79074913,9.14782591545306,18.29565183090612
169,170,87338991.51411754,9.056347656298529,18.112695312597058
170,171,85597925.12146236,8.965784179735543,17.931568359471086
171,172,83891536.20765981,8.876126337938187,17.752252675876374
172,173,82219134.38830441,8.787365074558805,17.57473014911761
173,174,80580043.02066596,8.699491423813217,17.398982847626435
174,175,78973598.93020011,8.612496509575085,17.22499301915017
175,176,77399152.14250171,8.526371544479334,17.052743088958668
176,177,75856065.62059188,8.441107829034541,16.882215658069082
177,178,74343715.00743438,8.356696750744195,16.71339350148839
178,179,72861488.37357529,8.273129783236753,16.546259566473505
179,180,71408785.96980567,8.190398485404385,16.38079697080877
180,181,69985019.984746,8.108494500550341,16.216989001100682
181,182,68589614.30725516,8.027409555544837,16.054819111089675
182,183,67222004.29356788,7.947135459989389,15.894270919978778
183,184,65881636.53906624,7.867664105389495,15.73532821077899
184,185,64567968.65459335,7.7889874643356,15.5779749286712
185,186,63280469.04721849,7.711097589692244,15.422195179384488
186,187,62018616.705365375,7.633986613795321,15.267973227590643
187,188,60781900.98821684,7.557646747657368,15.115293495314736
188,189,59569821.41931025,7.482070280180794,14.964140560361589
189,190,58381887.484240875,7.407249577378987,14.814499154757973
190,191,57217618.432391144,7.333177081605196,14.666354163210393
191,192,56076543.08260591,7.259845310789144,14.519690621578288
192,193,54958199.63273476,7.187246857681252,14.374493715362505
193,194,53862135.47296486,7.115374389104439,14.230748778208879
194,195,52787907.002868734,7.044220645213395,14.08844129042679
195,196,51735079.45209293,6.973778438761261,13.947556877522523
196,197,50703226.70461528,6.904040654373649,13.808081308747298
197,198,49691931.12649981,6.835000247829912,13.670000495659824
198,199,48700783.39707931,6.766650245351613,13.533300490703226
199,200,47729382.34349786,6.698983742898097,13.397967485796194
200,201,46777334.77854602,6.631993905469116,13.263987810938232
201,202,45844255.341723464,6.565673966414425,13.13134793282885
202,203,44929766.34346451,6.500017226750281,13.000034453500563
203,204,44033497.612464026,6.4350170544827785,12.870034108965557
204,205,43155086.346041664,6.37066688393795,12.7413337678759
205,206,42294176.963484004,6.306960215098571,12.613920430197142
206,207,41450420.96230551,6.2438906129475855,12.487781225895171
207,208,40623476.777370065,6.18145170681811,12.36290341363622
208,209,39813009.64281624,6.119637189749929,12.239274379499857
209,210,39018691.45673043,6.058440817852429,12.116881635704859
210,211,38240200.64851321,5.997856409673905,11.99571281934781
211,212,37477222.04888535,5.937877845577166,11.875755691154332
212,213,36729446.762480855,5.878499067121394,11.756998134242789
213,214,35996572.04297569,5.819714076450181,11.639428152900361
214,215,35278301.17070152,5.761516935685679,11.523033871371357
215,216,34574343.33269537,5.703901766328822,11.407803532657644
216,217,33884413.50513618,5.646862748665534,11.293725497331067
217,218,33208232.338121347,5.590394121178878,11.180788242357757
218,219,32545526.042736273,5.534490179967089,11.068980359934178
219,220,31896026.280371487,5.479145278167418,10.958290556334836
220,221,31259470.05424247,5.424353825385744,10.848707650771487
221,222,30635599.603068452,5.370110287131887,10.740220574263773
222,223,30024162.29686729,5.316409184260568,10.632818368521136
223,224,29424910.534824103,5.263245092417963,10.526490184835925
224,225,28837601.645192463,5.210612641493783,10.421225282987566
225,226,28261997.787187923,5.158506515078845,10.31701303015769
226,227,27697865.85483389,5.106921449928057,10.213842899856115
227,228,27144977.382721145,5.055852235428777,10.111704470857553
228,229,26603108.453643,5.005293713074489,10.010587426148978
229,230,26072039.60806868,4.955240775943745,9.91048155188749
230,231,25551555.75541831,4.9056883681843075,9.811376736368615
231,232,25041446.087103717,4.856631484502464,9.713262969004928
232,233,24541503.991299976,4.808065169657439,9.616130339314878
233,234,24051526.96941296,4.759984517960865,9.51996903592173
234,235,23571316.554209653,4.712384672781256,9.424769345562511
235,236,23100678.229577564,4.665260826053443,9.330521652106887
236,237,22639421.351881232,4.618608217792909,9.237216435585818
237,238,22187359.072883897,4.57242213561498,9.14484427122996
238,239,21744308.264203098,4.52669791425883,9.05339582851766
239,240,21310089.443269905,4.481430935116242,8.962861870232484
240,241,20884526.70076159,4.43661662576508,8.87323325153016
241,242,20467447.629478615,4.392250459507429,8.784500919014858
242,243,20058683.25463709,4.348327954912355,8.69665590982471
243,244,19658067.965548623,4.304844675363231,8.609689350726462
244,245,19265439.44865977,4.261796228609599,8.523592457219198
245,246,18880638.621924296,4.219178266323503,8.438356532647006
246,247,18503509.570481483,4.176986483660268,8.353972967320535
247,248,18133899.4836146,4.135216618823665,8.27043323764733
248,249,17771658.59296405,4.093864452635429,8.187728905270857
249,250,17416640.111970283,4.052925808109074,8.105851616218148
250,251,17068700.17652176,4.012396550027983,8.024793100055966
251,252,16727697.786784422,3.9722725845277034,7.944545169055407
252,253,16393494.750188649,3.9325498586824263,7.865099717364853
253,254,16065955.625551086,3.8932243600956022,7.7864487201912045
254,255,15744947.668308431,3.8542921164946464,7.708584232989293
255,256,15430340.776841398,3.8157491953297,7.6314983906594
256,257,15122007.439866792,3.7775917033764026,7.555183406752805
257,258,14819822.684876692,3.7398157863426387,7.479631572685277
258,259,14523664.0276038,3.7024176284792123,7.404835256958425
259,260,14233411.422492629,3.66539345219442,7.33078690438884
260,261,13948947.214156339,3.628739517672476,7.257479035344952
261,262,13670156.089799786,3.592452122495751,7.184904244991502
262,263,13396925.032589415,3.5565276012707936,7.113055202541587
263,264,13129143.275951322,3.5209623252580857,7.0419246505161714
264,265,12866702.258778773,3.485752702005505,6.97150540401101
265,266,12609495.581531318,3.45089517498545,6.9017903499709
266,267,12357418.96320761,3.4163862232355955,6.832772446471191
267,268,12110370.19917461,3.3822223610032394,6.764444722006479
268,269,11868249.119836068,3.348400137393207,6.696800274786414
269,270,11630957.55012366,3.3149161360192747,6.629832272038549
270,271,11398399.26979436,3.281766974659082,6.563533949318164
271,272,11170479.974517982,3.2489493049124913,6.497898609824983
272,273,10947107.237739224,3.2164598118633663,6.4329196237267325
273,274,10728190.473298773,3.1842952137447327,6.368590427489465
274,275,10513640.898798335,3.1524522616072854,6.304904523214571
275,276,10303371.49969482,3.1209277389912127,6.241855477982425
276,277,10097296.99410919,3.0897184616013007,6.179436923202601
277,278,9895333.798335683,3.0588212769852876,6.117642553970575
278,279,9697399.993037526,3.028233064215435,6.05646612843087
279,280,9503415.290115463,2.9979507335732807,5.995901467146561
280,281,9313301.000235707,2.9679712262375477,5.935942452475095
281,282,9126980.00100417,2.938291513975172,5.876583027950344
282,283,8944376.705774162,2.9089085988354206,5.817817197670841
283,284,8765417.03307488,2.8798195128470665,5.759639025694133
284,285,8590028.376648407,2.8510213177185957,5.702042635437191
285,286,8418139.576083053,2.8225111045414097,5.6450222090828195
286,287,8249680.888031202,2.7942859934959956,5.588571986991991
287,288,8084583.958000012,2.7663431335610356,5.532686267122071
288,289,7922781.792703582,2.7386797022254252,5.4773594044508505
289,290,7764208.732965425,2.711292905203171,5.422585810406342
290,291,7608800.4271602435,2.6841799761511393,5.368359952302279
291,292,7456493.805184325,2.657338176389628,5.314676352779256
292,293,7307227.05294403,2.6307647946257315,5.261529589251463
293,294,7160939.587352042,2.6044571466794744,5.208914293358949
294,295,7017572.031821264,2.5784125752126794,5.156825150425359
295,296,6877066.1922465265,2.5526284494605527,5.105256898921105
296,297,6739365.03346429,2.5271021649659473,5.054204329931895
297,298,6604412.656180938,2.501831143316288,5.003662286632576
298,299,6472154.274360243,2.476812831883125,4.95362566376625
299,300,6342536.193060961,2.4520447035642934,4.904089407128587
300,301,6215505.786715476,2.4275242565286503,4.855048513057301
301,302,6091011.477840855,2.403249013963364,4.806498027926728
302,303,5969002.716173579,2.37921652382373,4.75843304764746
303,304,5849429.958219613,2.355424358585493,4.710848717170986
304,305,5732244.647211501,2.331870114999638,4.663740229999276
305,306,5617399.1934644,2.3085514138496417,4.617102827699283
306,307,5504846.955123089,2.2854658997111454,4.570931799422291
307,308,5394542.2192922365,2.262611240714034,4.525222481428068
308,309,5286440.183542207,2.239985128306894,4.479970256613788
309,310,5180496.937783013,2.217585277023825,4.43517055404765
310,311,5076669.446499041,2.1954094242535866,4.390818848507173
311,312,4974915.5313373925,2.1734553300110506,4.346910660022101
312,313,4875193.854042777,2.15172077671094,4.30344155342188
313,314,4777463.899732078,2.1302035689438306,4.260407137887661
314,315,4681685.96050187,2.108901533254392,4.217803066508784
315,316,4587821.1193621475,2.087812517921848,4.175625035843696
316,317,4495831.234489911,2.06693439274263,4.13386878548526
317,318,4405678.923796153,2.0462650488152034,4.092530097630407
318,319,4317327.549800025,2.0258023983270514,4.051604796654103
319,320,4230741.2048040945,2.005544374343781,4.011088748687562
320,321,4145884.6963646836,1.9854889306003431,3.9709778612006863
321,322,4062723.533051404,1.9656340412943396,3.931268082588679
322,323,3981223.9104901664,1.945977700881396,3.891955401762792
323,324,3901352.6976839798,1.926517923872582,3.853035847745164
324,325,3823077.4236060632,1.9072527446338563,3.8145054892677126
325,326,3746366.2640597844,1.8881802171875177,3.7763604343750354
326,327,3671188.0288001955,1.8692984150156426,3.7385968300312853
327,328,3597512.148911868,1.8506054308654862,3.7012108617309725
328,329,3525308.6644380214,1.8320993765568314,3.664198753113663
329,330,3454548.212255859,1.813778382791263,3.627556765582526
330,331,3385202.0141932704,1.7956405989633504,3.5912811979267008
331,332,3317241.8653820627,1.7776841929737168,3.5553683859474337
332,333,3250640.1228430355,1.7599073510439796,3.519814702087959
333,334,3185369.6942982655,1.7423082775335397,3.4846165550670793
334,335,3121404.0272060875,1.7248851947582042,3.4497703895164085
335,336,3058717.098014352,1.7076363428106223,3.4152726856212445
336,337,2997283.4016275844,1.6905599793825161,3.3811199587650322
337,338,2937077.9410838266,1.673654379588691,3.347308759177382
338,339,2878076.217436953,1.656917835792804,3.313835671585608
339,340,2820254.219840395,1.640348657434876,3.280697314869752
340,341,2763588.415828254,1.6239451708605273,3.2478903417210545
341,342,2708055.7417898783,1.607705719151922,3.215411438303844
342,343,2653633.5936340494,1.5916286619604028,3.1832573239208055
343,344,2600299.8176390147,1.5757123753407987,3.1514247506815973
344,345,2548032.7014846476,1.5599552515873907,3.1199105031747814
345,346,2496810.9654631363,1.5443556990715168,3.0887113981430336
346,347,2446613.7538646227,1.5289121420808016,3.0578242841616032
347,348,2397420.626534327,1.5136230206599937,3.0272460413199873
348,349,2349211.5505977385,1.4984867904533936,2.9969735809067872
349,350,2301966.8923505237,1.4835019225488597,2.9670038450977194
350,351,2255667.4093098817,1.468666903323371,2.937333806646742
351,352,2210294.2424241267,1.4539802342901373,2.9079604685802747
352,353,2165828.9084373536,1.439440431947236,2.878880863894472
353,354,2122253.2924060924,1.4250460276277637,2.8500920552555273
354,355,2079549.6403649368,1.410795567351486,2.821591134702972
355,356,2037700.5521381733,1.3966876116779712,2.7933752233559423
356,357,1996688.9742945074,1.3827207355611915,2.765441471122383
357,358,1956498.1932420419,1.3688935282055796,2.7377870564111593
358,359,1917111.8284607094,1.355204592923524,2.710409185847048
359,360,1878513.8258694347,1.3416525469942886,2.683305093988577
360,361,1840688.4513253248,1.3282360215243456,2.6564720430486912
361,362,1803620.284252286,1.3149536613091022,2.6299073226182044
362,363,1767294.2113964674,1.3018041246960113,2.6036082493920225
363,364,1731695.4207060211,1.2887860834490512,2.5775721668981024
364,365,1696809.395332702,1.2758982226145608,2.5517964452291215
365,366,1662621.9077528743,1.2631392403884152,2.5262784807768304
366,367,1629119.014005562,1.250507847984531,2.501015695969062
367,368,1596287.0480452022,1.2380027695046858,2.4760055390093716
368,369,1564112.6162068194,1.225622741809639,2.451245483619278
369,370,1532582.5917813934,1.2133665143915426,2.4267330287830853
370,371,1501684.109699212,1.2012328492476272,2.4024656984952544
371,372,1471404.5613190744,1.189220520755151,2.378441041510302
372,373,1441731.5893212217,1.1773283155475995,2.354656631095199
373,374,1412653.082701953,1.1655550323921235,2.331110064784247
374,375,1384157.1718678754,1.1538994820682023,2.3077989641364045
375,376,1356232.223827829,1.1423604872475202,2.2847209744950403
376,377,1328866.8374805278,1.130936882375045,2.26187376475009
377,378,1302049.8389960194,1.1196275135512945,2.239255027102589
378,379,1275770.2772890893,1.1084312384157815,2.216862476831563
379,380,1250017.4195827865,1.0973469260316238,2.1946938520632475
380,381,1224780.747060271,1.0863734567713075,2.172746913542615
381,382,1200049.9506032316,1.0755097222035943,2.1510194444071886
382,383,1175814.9266151437,1.0647546249815583,2.1295092499631165
383,384,1152065.7729276777,1.0541070787317426,2.108214157463485
384,385,1128792.7847886223,1.0435660079444251,2.0871320158888502
385,386,1105986.4509296622,1.033130347864981,2.066260695729962
386,387,1083637.449712461,1.022799044386331,2.045598088772662
387,388,1061736.645351469,1.0125710539424677,2.0251421078849354
388,389,1040275.0842119294,1.0024453434030431,2.0048906868060863
389,390,1019243.9911815856,0.9924208899690127,1.9848417799380254
390,391,998634.7661146413,0.9824966810693225,1.964993362138645
391,392,978438.9803465042,0.9726717142586293,1.9453434285172586
392,393,958648.3732779265,0.962944997116043,1.925889994232086
393,394,939254.8490271613,0.9533155471448825,1.906631094289765
394,395,920250.4731487607,0.9437823916734337,1.8875647833468674
395,396,901627.4694177185,0.9343445677566994,1.8686891355133988
396,397,883378.2166776279,0.9250011220791324,1.8500022441582649
397,398,865495.245751602,0.9157511108583412,1.8315022217166823
398,399,847971.2364146952,0.9065935997497577,1.8131871994995155
399,400,830799.0144266072,0.8975276637522601,1.7950553275045202
400,401,813971.5486234667,0.8885523871147375,1.777104774229475
401,402,797481.9480675189,0.8796668632435901,1.7593337264871802
402,403,781323.4592535682,0.8708701946111542,1.7417403892223084
403,404,765489.4633710391,0.8621614926650427,1.7243229853300854
404,405,749973.473620556,0.8535398777383922,1.7070797554767845
405,406,734769.1325839518,0.8450044789610083,1.6900089579220166
406,407,719870.209646641,0.8365544341713982,1.6731088683427964
407,408,705270.5984713223,0.8281888898296842,1.6563777796593684
408,409,690964.3145219756,0.8199070009313874,1.6398140018627747
409,410,676945.4926371686,0.8117079309220735,1.623415861844147
410,411,663208.3846516775,0.8035908516128527,1.6071817032257054
411,412,649747.3570654679,0.7955549430967241,1.5911098861934483
412,413,636556.8887590901,0.7875993936657569,1.5751987873315139
413,414,623631.568754567,0.7797233997290993,1.5594467994581986
414,415,610966.094020866,0.7719261657318083,1.5438523314636166
415,416,598555.2673230704,0.7642069040744902,1.5284138081489804
416,417,586393.995114379,0.7565648350337453,1.5131296700674906
417,418,574477.2854700803,0.7489991866834078,1.4979983733668156
418,419,562800.246062668,0.7415091948165737,1.4830183896331475
419,420,551358.0821772792,0.734094102868408,1.468188205736816
420,421,540146.0947666467,0.7267531618397239,1.4535063236794479
421,422,529159.678544789,0.7194856302213267,1.4389712604426534
422,423,518394.3201186562,0.7122907739191134,1.4245815478382269
423,424,507845.59615698445,0.7051678661799223,1.4103357323598447
424,425,497509.171595613,0.6981161875181231,1.3962323750362462
425,426,487380.7978785414,0.6911350256429418,1.3822700512858836
426,427,477456.31123401254,0.6842236753865124,1.3684473507730248
427,428,467731.63098492764,0.6773814386326473,1.3547628772652947
428,429,458202.75789290434,0.6706076242463208,1.3412152484926416
429,430,448865.77253531665,0.6639015480038576,1.3278030960077152
430,431,439716.83371465036,0.657262532523819,1.314525065047638
431,432,430752.1768995373,0.6506899071985809,1.3013798143971618
432,433,421968.1126968373,0.6441830081265951,1.2883660162531902
433,434,413361.0253541444,0.6377411780453291,1.2754823560906583
434,435,404927.3712921217,0.6313637662648759,1.2627275325297518
435,436,396663.67766605795,0.6250501286022271,1.2501002572044542
436,437,388566.54095607635,0.6187996273162049,1.2375992546324097
437,438,380632.62558541767,0.6126116310430428,1.2252232620860857
438,439,372858.6625662413,0.6064855147326124,1.2129710294652247
439,440,365241.4481723969,0.6004206595852862,1.2008413191705725
440,441,357777.8426386278,0.5944164529894334,1.1888329059788667
441,442,350464.7688856821,0.588472288459539,1.176944576919078
442,443,343299.21127081435,0.5825875655749436,1.1651751311498872
443,444,336278.21436317294,0.5767616899191942,1.1535233798383884
444,445,329398.8817435772,0.5709940730200023,1.1419881460400045
445,446,322658.37482819875,0.5652841322898022,1.1305682645796045
446,447,316053.91171567363,0.5596312909669042,1.1192625819338085
447,448,309582.76605717186,0.5540349780572352,1.1080699561144705
448,449,303242.2659489779,0.5484946282766628,1.0969892565533257
449,450,297029.7928471237,0.5430096819938962,1.0860193639877924
450,451,290942.78050364106,0.5375795851739572,1.0751591703479144
451,452,284978.7139240018,0.5322037893222177,1.0644075786444354
452,453,279135.1283453236,0.5268817514289955,1.053763502857991
453,454,273409.6082349272,0.5216129339147055,1.043225867829411
454,455,267799.78630884073,0.5163968045755585,1.032793609151117
455,456,262303.34256985557,0.5112328365298029,1.0224656730596058
456,457,256918.0033647405,0.5061205081645048,1.0122410163290096
457,458,251641.54046023692,0.5010593030828597,1.0021186061657195
458,459,246471.77013745863,0.4960487100520311,0.9920974201040622
459,460,241406.55230432976,0.4910882229515108,0.9821764459030216
460,461,236443.789625704,0.48617734072199564,0.9723546814439913
461,462,231581.42667081082,0.4813155673147757,0.9626311346295514
462,463,226817.44907768318,0.47650241164162793,0.9530048232832559
463,464,222149.88273423267,0.47173738752521166,0.9434747750504233
464,465,217576.7929756349,0.46702001364995954,0.9340400272999191
465,466,213096.28379770508,0.46234981351345994,0.9246996270269199
466,467,208706.4970859432,0.45772631537832537,0.9154526307566507
467,468,204405.61185993714,0.4531490522245421,0.9062981044490842
468,469,200191.84353281866,0.44861756170229666,0.8972351234045933
469,470,196063.44318547094,0.4441313860852737,0.8882627721705474
470,471,192018.69685519586,0.43969007222442097,0.8793801444488419
471,472,188055.9248385521,0.4352931715021768,0.8705863430043536
472,473,184173.48100808176,0.430940239787155,0.86188047957431
473,474,180369.75214264964,0.4266308373892835,0.853261674778567
474,475,176643.15727112335,0.4223645290153906,0.8447290580307812
475,476,172992.14702912924,0.4181408837252367,0.8362817674504734
476,477,169415.2030286239,0.41395947488798435,0.8279189497759687
477,478,165910.83724002485,0.40981988013910453,0.8196397602782091
478,479,162477.59138665212,0.40572168133771347,0.8114433626754269
479,480,159114.03635123456,0.40166446452433635,0.8033289290486727
480,481,155818.77159424,0.397647819879093,0.795295639758186
481,482,152590.42458379566,0.39367134168030204,0.7873426833606041
482,483,149427.65023696644,0.38973462826349903,0.7794692565269981
483,484,146329.13037216518,0.38583728198086403,0.7716745639617281
